"year","combinedStatus","fullName","sortName","primaryNationality","secondaryNationality","tertiaryNationality","gender","photoUrl","photoCredit","type","lastStatus","typeOfDeath","status","employedAs","organizations","jobs","coverage","mediums","country","location","region","state","locality","province","localOrForeign","sourcesOfFire","motiveConfirmed","accountabilityCrossfire","accountabilityAssignment","impunityMurder","tortured","captive","threatened","charges","motive","lengthOfSentence","healthProblems","impCountry","entry","sentenceDate","sentence","locationImprisoned"
"2022","Imprisoned","Min Min Aung",,"Myanmar",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/Min-Min-Aung-The-Voice-Credit-DVB.jpeg_268572e6-3bff-4677-a28c-52fe943b580f.jpeg","DVB","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter, Print Reporter","Politics","Internet, Print","Myanmar","Yangon",,,"Yangon",,"Local",,,,,,,,,"Anti-state, Retaliatory",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Min Theik Tun",,"Myanmar",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Regional News Agency","Photographer","Human Rights, Politics","Internet","Myanmar","Sagaing",,,"Sagaing",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Mirkamil Ablimit",,"China",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Xinjiang Farmer's Daily","Editor","Business, Corruption, Crime, Culture, Human Rights, Politics, Sports, War","Print","China",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Mohamed Ibrahim (Mohamed Oxygen)",,"Egypt",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Camera Operator, Editor, Photographer, Internet Reporter","Human Rights, Politics","Documentary Film, Internet, Print, Radio, Television","Egypt","Cairo",,,"Cairo",,"Local",,,,,,,,,"Anti-state, False News",,"1-5 Years","No",,,,"4 years",
"2022","Imprisoned","Mohamed Mokaddem (Anis Rahmani)",,"Algeria",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Ennahar TV","Broadcast Reporter, Columnist/Commentator, Editor, Print Reporter, Publisher/Owner","Business, Corruption, Crime, Culture, Human Rights, Politics","Internet, Radio, Television","Algeria","Tipaza",,,"Tipaza",,"Local",,,,,,,,,"Anti-state, Defamation",,"10+ Years","Yes",,,,"15 years",
"2022","Imprisoned","Mohamed Mostafa Moussa",,"Egypt",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Columnist/Commentator, Internet Reporter","Corruption, Politics","Internet","Egypt",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","Yes",,,,"Not sentenced",
"2022","Imprisoned","Mohamed Said Fahmy",,"Egypt",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter, Print Reporter","Business, Corruption, Culture, Human Rights, Politics","Internet, Print","Egypt","Cairo",,,"Cairo",,"Local",,,,,,,,,"Anti-state, False News",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Mohammad Javad Shaker Arani",,"Iran",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Sharif University Newspaper","Internet Reporter, Print Reporter","Culture, Human Rights, Politics","Internet, Print","Iran","Tehran",,,"Tehran",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Mohammad Paki",,"Iran",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter, Print Reporter","Sports","Internet, Print","Iran",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Mohammad Sharifi Moghadam",,"Iran",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/MohammadSharifiMoghadam.jpg_d523e8d8-27c5-4fa2-a064-9b48328dea2a.jpeg","Moghadam family","Journalist","Imprisoned","N/A","Imprisoned","Staff","Majzooban-e-Noor","Internet Reporter","Culture, Human Rights, Politics","Internet","Iran","Tehran",,,"Tehran",,"Local",,,,,,,,,"Anti-state",,"10+ Years","No",,,,"12 years",
"2022","Imprisoned","Mohammad Zare-Foumani",,"Iran",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Sedaye Eslahat","Columnist/Commentator, Publisher/Owner","Business, Corruption, Crime, Culture, Human Rights, Politics","Internet, Print","Iran","Tehran",,,"Tehran",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Mohammad-Bagher Moradi",,"Iran",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter, Print Reporter","Business, Corruption, Crime, Culture, Human Rights, Politics","Internet, Print","Iran","Tehran",,,"Tehran",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Mostafa Abdi",,"Iran",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Majzooban-e-Noor","Editor, Internet Reporter","Culture, Human Rights, Politics","Internet","Iran","Tehran",,,"Tehran",,"Local",,,,,,,,,"Anti-state",,"10+ Years","No",,,,"26 years 3 months",
"2022","Imprisoned","Mostafa Mohamed Saad",,"Egypt","Turkey",,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Al-Jazeera","Camera Operator","Culture, Politics, Sports","Internet, Television","Egypt","Cairo",,,"Cairo",,"Local",,,,,,,,,"Anti-state, False News",,"Sentence Pending","Yes",,,,"Not sentenced",
"2022","Imprisoned","Mustafa Gök",,"Turkey",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Ekmek ve Adalet","Print Reporter","Politics","Print","Turkey","Balıkesir",,,"Balıkesir",,"Local",,,,,,,,,"Anti-state",,"Life","Yes",,,,"Life","Tekirdağ Province"
"2022","Imprisoned","Mustafa Ünal",,"Turkey",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Zaman","Internet Reporter, Print Reporter","Politics","Internet, Print","Turkey","Istanbul",,,"Istanbul",,"Local",,,,,,,,,"Anti-state",,"10+ Years","No",,,,"10 years 6 months","Istanbul"
"2022","Imprisoned","Myo Min Tun",,"Myanmar",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Ayeyarwaddy Times, Myitmakha News Group","Editor, Internet Reporter","Human Rights, Politics","Internet","Myanmar","Pathein",,,"Pathein",,"Local",,,,,,,,,"Anti-state, False News",,"1-5 Years","No",,,,"2 years",
"2022","Imprisoned","Myo San Soe",,"Myanmar",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Delta News Agency, Ayeyarwaddy Times","Internet Reporter","Politics, War","Internet","Myanmar","Ayeyarwady region",,,"Ayeyarwady region",,"Local",,,,,,,,,"Anti-state",,"10+ Years","No",,,,"15 years",
"2022","Imprisoned","Nasrin Hassani",,"Iran",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Etefaghyeh","Internet Reporter, Print Reporter","Business, Culture, Human Rights, Politics","Internet, Print","Iran","Bojnourd",,,"Bojnourd",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Nasrullah Lashani",,"Iran",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Columnist/Commentator, Internet Reporter, Print Reporter","Culture, Human Rights, Politics","Internet, Print","Iran","Karaj Province",,,"Karaj Province",,"Local",,,,,,,,,"Anti-state",,"5-10 Years","No",,,,"7 years",
"2022","Imprisoned","Nastaran Farokheh",,"Iran",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Shargh Daily","Internet Reporter, Print Reporter","Culture, Human Rights, Politics","Internet, Print","Iran",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Natnael Gecho",,"Ethiopia",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Walaita Times","Editor, Internet Reporter, Publisher/Owner","Corruption, Culture, Human Rights, Politics","Internet","Ethiopia","Wolaita Sodo",,,"Wolaita Sodo",,"Local",,,,,,,,,"Anti-state, False News",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Navid Seyed-Mohammadi",,"Iran",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Islamic Republic Radio and Television","Broadcast Reporter","Business, Culture, Politics","Radio, Television","Iran","Naqadeh",,,"Naqadeh",,"Local",,,,,,,,,"Anti-state",,"5-10 Years","No",,,,"7 years",
"2022","Imprisoned","Nay Naw",,"Myanmar",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Karen Information Center (KIC)","Internet Reporter","Human Rights, Politics","Internet","Myanmar","Myawaddy",,,"Myawaddy",,"Local",,,,,,,,,"Anti-state",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Nazila Maroofian",,"Iran",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Rouydad24","Internet Reporter, Print Reporter","Corruption, Crime, Culture, Human Rights, Politics","Internet, Print","Iran","Tehran",,,"Tehran",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Neşe Toprak",,"Turkey",,,"Female","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/Diyarbakr11NeseToprak.JPG_f3da8106-7262-4bc3-a33f-61b3f4e90812.jpeg","Mezopotamya News Agency","Journalist","Imprisoned","N/A","Imprisoned","Staff","PEL Production Company","Broadcast Reporter","Culture, Human Rights","Internet, Television","Turkey","Diyarbakır",,,"Diyarbakır",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Nguyen Hoai Nam",,"Vietnam",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/Vietnam-NguyenHoaiNam-YoutubeScreengrab.jpg_5185e573-9362-4ec1-af75-af4df0cc1224.jpeg","Screenshot: YouTube/Phap Luat TV","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter","Corruption, Politics","Internet","Vietnam","Ho Chi Minh City",,,"Ho Chi Minh City",,"Local",,,,,,,,,"Anti-state",,"1-5 Years","No",,,,"3 years 6 months",
"2022","Imprisoned","Nguyen Phouc Trung Bao",,"Vietnam",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Bao Sach (Clean Newspaper)","Internet Reporter","Human Rights, Politics","Internet","Vietnam",,,,,,"Local",,,,,,,,,"Anti-state",,"1-5 Years","No",,,,"2 years",
"2022","Imprisoned","Nguyen Thanh Nha",,"Vietnam",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Bao Sach (Clean Newspaper)","Internet Reporter","Human Rights, Politics","Internet","Vietnam",,,,,,"Local",,,,,,,,,"Anti-state",,"1-5 Years","No",,,,"2 years",
"2022","Imprisoned","Nguyen Tuong Thuy",,"Vietnam",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/Vietnam-NguyenTuongThuy-RFAScreenshot.jpg_265c78aa-8230-4d2b-a464-49675e90746a.jpeg","Screenshot: YouTube/Radio Free Asia","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Radio Free Asia","Internet Reporter","Politics","Internet","Vietnam","Binh Duong",,,,"Binh Duong","Local",,,,,,,,,"Anti-state",,"10+ Years","Yes",,,,"11 years",
"2022","Imprisoned","Nguyen Van Hoa",,"Vietnam",,,"Male","https://cpj-photos.s3.amazonaws.com/Nguyen%20Van%20Hoa_Danlambao-2017-12-18-1513626428237.jpg","Radio Free Asia","Journalist","Imprisoned","N/A","Imprisoned","Staff","Radio Free Asia","Camera Operator, Internet Reporter","Human Rights, Politics","Internet, Radio","Vietnam","Quang Nam",,,,"Quang Nam","Local",,,,,,,,,"Anti-state",,"5-10 Years","Yes",,,,"7 years","Ky Anh district, Ha Tinh province"
"2022","Imprisoned","Nika Gvaramia",,"Georgia",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/rt_georgia_03-21-2023.JPG_a3cef44b-ffe6-4e53-92d4-337b56199b77.jpeg","Reuters/David Mdzinarishvili","Journalist",,"N/A","Imprisoned","Staff","Mtavari Arkhi","Broadcast Reporter, Columnist/Commentator, Publisher/Owner","Corruption, Politics","Internet, Television","Georgia","Rustavi",,,"Rustavi",,"Local",,,,,,,,,"Retaliatory",,"1-5 Years","No",,,,"3 years, 6 months",
"2022","Imprisoned","Niloofar Hamedi",,"Iran",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Shargh Daily","Internet Reporter, Print Reporter","Culture, Human Rights, Politics","Internet, Print","Iran","Tehran",,,"Tehran",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Niyaz Kahar",,"China",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Golden Tarim","Internet Reporter","Culture, Politics","Internet","China","Shikho","Xinjiang",,"Shikho",,"Local",,,,,,,,,"Anti-state",,"Sentence Pending","Yes",,,,"Not sentenced","Shikho, Xinjiang"
"2022","Imprisoned","Nooshin Jafari",,"Iran",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Photographer","Culture, Politics","Documentary Film, Internet, Print, Television","Iran","Varamin, Tehran",,,"Varamin, Tehran",,"Local",,,,,,,,,"Anti-state",,"0-5 Years","No",,,,"4 years",
"2022","Imprisoned","Nurgeldi Halykov",,"Turkmenistan",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Turkmen.News","Internet Reporter","Business, Human Rights","Internet","Turkmenistan","Lebap Region",,,"Lebap Region",,"Local",,,,,,,,,"Retaliatory",,"1-5 Years","No",,,,"4 years",
"2022","Imprisoned","Nyein Chan Wai",,"Myanmar",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/Nyein-Chan-Wai-Bago-Weekly-Credit-Pyu-Regional-News.jpeg_1dfb44e7-f509-4002-8ca6-8d21565f4ce0.jpeg","Pyu Regional News","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter, Print Reporter","Politics","Internet, Print","Myanmar",,,,,,"Local",,,,,,,,,"Anti-state, False News",,"10+ Years","No",,,,"11 years",
"2022","Imprisoned","Nying Nying Aye (Mabel)",,"Myanmar",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Mizzima","Internet Reporter","Human Rights, Politics","Internet","Myanmar","Yangon",,,"Yangon",,"Local",,,,,,,,,"Anti-state, False News",,"1-5 Years","No",,,,"3 years",
"2022","Imprisoned","Olivier Makambu",,"Democratic Republic of the Congo",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Radio Communautaire pour le Renouveau du Kwango (RCRK)","Columnist/Commentator, Producer","Business, Corruption, Human Rights, Politics","Radio","Democratic Republic of the Congo","Kenge",,,"Kenge",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Oloye Ayodele Samuel",,"Nigeria",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Taraba Truth & Facts","Internet Reporter, Publisher/Owner","Corruption, Politics","Internet, Print","Nigeria","Jalingo",,"Taraba","Jalingo",,"Local",,,,,,,,,"Defamation",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Omar Radi",,"Morocco",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Le Desk","Internet Reporter","Corruption, Culture, Human Rights, Politics","Internet","Morocco","Casablanca",,,"Casablanca",,"Local",,,,,,,,,"Anti-state, Retaliatory",,"5-10 Years","Yes",,,,"6 years",
"2022","Imprisoned","Ömer Çelik",,"Turkey",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/Diyarbakr3OmerCelik.jpg_8d57dc2e-f7a0-4c83-85d3-fd2c27d32ecb.jpeg","Mezopotamya News Agency","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Producer","Human Rights, Politics","Internet, Television","Turkey","Diyarbakır",,,"Diyarbakır",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","Yes",,,,"Not sentenced",
"2022","Imprisoned","Omerjan Hasan",,"China",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Bozqir","Editor, Publisher/Owner","Culture, Human Rights, Politics","Internet","China",,,,,,"Local",,,,,,,,,"Anti-state",,"10+ Years","No",,,,"15 years","Unknown"
"2022","Imprisoned","Omid Tahan-Bidhendi",,"Iran",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter","Business, Corruption, Crime, Culture, Human Rights, Politics","Internet","Iran",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Osman Arifmemetov",,"Ukraine",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter","Human Rights","Internet","Russia","Rostov-on-Don","Crimea",,"Rostov-on-Don",,"Foreign",,,,,,,,,"Anti-state",,"10+ Years","No",,,,"14 years",
"2022","Imprisoned","Osman Zunun",,"China",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Kashgar Publishing House","Editor, Publisher/Owner","Culture","Print","China",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Otabek Sattoriy",,"Uzbekistan",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Xalq Fikri","Internet Reporter","Corruption","Internet","Uzbekistan","Navoiy, Navoiy region",,,"Navoiy, Navoiy region",,"Local",,,,,,,,,"Defamation, Retaliatory",,"5-10 Years","No",,,,"6 years 6 months",
"2022","Imprisoned","Öznur Değer",,"Turkey",,,"Female","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/Oznur.jpg_d5d499d7-bed0-49fa-9c13-43ea5814c4a0.jpeg","Mezopotamya News Agency","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter","Crime, Human Rights, Politics","Internet","Turkey","Ankara",,,"Ankara",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Pape Alé Niang",,"Senegal",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/PapeAlNiang%281%29.jpg_539ab6ce-1a9f-47f9-afbf-1251d41afe39.jpeg","(Screenshot: YouTube/Dakarmatin)","Journalist","Imprisoned","N/A","Imprisoned","Staff","Dakarmatin","Columnist/Commentator, Editor, Producer","Business, Corruption, Human Rights, Politics","Internet, Television","Senegal","Dakar",,,"Dakar",,"Local",,,,,,,,,"Censorship violation, Defamation, False News",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Patrick Lola",,"Democratic Republic of the Congo","Barbados",,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/unnamed.jpg_bed735b1-545d-4e42-bc39-79637ca95f6b.jpeg","Patrick Lola","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Broadcast Reporter","Business, Corruption, Crime, Culture, Human Rights, Politics","Radio","Democratic Republic of the Congo","Mbandaka",,,"Mbandaka",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Pavel Mazheika",,"Belarus",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Broadcast Reporter","Politics","Internet","Belarus","Hrodna",,,"Hrodna",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Perhat Halmurat",,"China",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Uighurbiz","Internet Reporter","Culture, Human Rights, Politics","Internet","China",,,,,,"Local",,,,,,,,,"Anti-state",,"Sentence Pending","No",,,,"Not sentenced","Unknown"
"2022","Imprisoned","Pham Chi Dung",,"Vietnam",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/Vietnam-PhamChiDung-VOAScreengrab.jpg_25d6ebdd-5dc3-4cc7-8a07-1ab5289fb057.jpeg","Screenshot: YouTube/Voice of America","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter","Business, Politics","Internet","Vietnam","Binh Duong",,,,"Binh Duong","Local",,,,,,,,,"Anti-state",,"10+ Years","No",,,,"15 years",
"2022","Imprisoned","Pham Chi Thanh (Pham Thanh)",,"Vietnam",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter","Politics","Internet","Vietnam","Hanoi",,,"Hanoi",,"Local",,,,,,,,,"Anti-state",,"5-10 Years","Yes",,,,"5 years 6 months",
"2022","Imprisoned","Pham Doan Trang",,"Vietnam",,,"Female","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/Pham-Doan-Trang-Screengrab-88-Project-Video.jpeg_256ec0a5-a659-4dab-a15a-ed59bf472a72.jpeg","Screenshot: YouTube/The 88 Project","Journalist","Imprisoned","N/A","Imprisoned","Staff","Luat Khoa, The Vietnamese","Internet Reporter","Human Rights, Politics","Internet","Vietnam","Binh Duong",,,,"Binh Duong","Local",,,,,,,,,"Anti-state",,"5-10 Years","Yes",,,,"9 years",
"2022","Imprisoned","Phan Kim Khanh",,"Vietnam",,,"Male","https://cpj-photos.s3.amazonaws.com/Phan%20Kim%20Khanh_88%20Project-2017-12-28-1514483212891.jpg","The 88 Project","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Vietnam Weekly, Anti-corruption Newspaper","Internet Reporter","Corruption","Internet","Vietnam","Ha Nam",,,,"Ha Nam","Local",,,,,,,,,"Anti-state",,"5-10 Years","No",,,,"6 years","Phu Luong district, Thai Nguyen province"
"2022","Imprisoned","Phocas Ndayizera",,"Rwanda",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Broadcast Reporter, Internet Reporter, Print Reporter","Crime, Culture, Human Rights, Politics","Internet, Print, Radio","Rwanda","Kigali",,,"Kigali",,"Local",,,,,,,,,"Anti-state",,"5-10 Years","No",,,,"10 years",
"2022","Imprisoned","Polad Aslanov",,"Azerbaijan",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Polad Aslanov.jpg","Gulmira Aslanova","Journalist","Imprisoned","N/A","Imprisoned","Staff","Xeberman, Press-az","Editor","Corruption, Human Rights","Internet","Azerbaijan","Baku",,,"Baku",,"Local",,,,,,,,,"Retaliatory",,"10+ Years","Yes",,,,"13 years",
"2022","Imprisoned","Porya Mahdavi-Moghaddam",,"Iran",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Islamic Republic News Agency (IRNA)","Photographer, Internet Reporter, Print Reporter","Business, Corruption, Crime, Culture, Human Rights, Politics","Internet, Print","Iran",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Pyae Phyo Aung",,"Myanmar",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Zayar Times","Internet Reporter","Politics","Internet","Myanmar","Sagaing",,,"Sagaing",,"Local",,,,,,,,,"Anti-state, False News",,"1-5 Years","No",,,,"2 years",
"2022","Imprisoned","Qaraman Shukri",,"Iraq",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Columnist/Commentator, Photographer","Human Rights, Politics","Internet, Television","Iraq","Iraqi Kurdistan",,,"Iraqi Kurdistan",,"Local",,,,,,,,,"Anti-state",,"5-10 Years","No",,,,"7 years",
"2022","Imprisoned","Rabie al-Sheikh",,"Egypt",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Al-Jazeera","Internet Reporter, Producer","Corruption, Culture, Human Rights, Politics","Documentary Film, Internet, Television","Egypt","Cairo",,,"Cairo",,"Local",,,,,,,,,"False News",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Rahil Mousavi",,"Iran",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Photographer","Culture, Human Rights, Politics","Internet","Iran","Khorramshahr",,,"Khorramshahr",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Raman Pratasevich",,"Belarus",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/Pratasevich.jpeg_3a06db76-208d-495b-bfc8-8257f935db58.jpeg","Zhyoltiye Slivy Telegram Channel/Screenshot","Journalist","Imprisoned","N/A","Imprisoned","Staff","NEXTA, Belarus Golovnogo Mozga","Editor","Business, Culture, Human Rights, Politics","Internet","Belarus","Minsk",,,"Minsk",,"Local",,,,,,,,,"Anti-state",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Ramazan Geciken",,"Turkey",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/Diyarbakr12RamazanGeciken.jpg_5e93fca5-d66c-44f0-a939-5d771972c21d.jpeg","Mezopotamya News Agency","Journalist","Imprisoned","N/A","Imprisoned","Staff","PİYA Production Company","Camera Operator","Culture, Human Rights, Politics","Documentary Film, Internet, Television","Turkey","Diyarbakır",,,"Diyarbakır",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Raouf Ebeid",,"Egypt",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Rose al-Yousef","Internet Reporter, Print Reporter","Business, Culture","Internet, Print","Egypt","Cairo",,,"Cairo",,"Local",,,,,,,,,"Anti-state, False News",,"Sentence Pending","Yes",,,,"Not sentenced",
"2022","Imprisoned","Remzi Bekirov",,"Ukraine",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Grani","Internet Reporter","Human Rights","Internet","Russia","Novocherkassk","Crimea",,"Novocherkassk",,"Foreign",,,,,,,,,"Anti-state",,"10+ Years","Yes",,,,"19 years",
"2022","Imprisoned","Reza Asadabadi",,"Iran",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Iranian Labour News Agency (ILNA)","Internet Reporter, Print Reporter","Business, Corruption, Culture, Human Rights, Politics","Internet, Print","Iran","Tehran",,,"Tehran",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Ruhollah Nakhaee",,"Iran",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Columnist/Commentator, Internet Reporter, Print Reporter","Politics","Internet, Print, Television","Iran",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Rupesh Kumar Singh",,"India",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/RupeshKumarSingh_PhotocreditSinghfamily.jfif_667a07ee-7b97-49c7-92bb-75400f96a73c.jpeg","Singh family","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter","Human Rights, Politics","Internet","India","Ramgarh district",,"Jharkhand","Ramgarh district",,"Local",,,,,,,,,"Anti-state",,"Sentence Pending","No",,,,"Not sentenced",
